Transaction ID,Date,Account Type,Transaction Amount,Cash Flow,Net Income,Revenue,Expenditure,Profit Margin,Debt-to-Equity Ratio,Operating Expenses,Gross Profit,Transaction Volume,Processing Time (seconds),Accuracy Score,Missing Data Indicator,Normalized Transaction Amount,Transaction Outcome
466,11-04-2026,Liability,563,717,"? 1,476.00",? 352.00,"? 3,445.00",0.73,0.60,3624,"? 1,435.00",6,1.757232418,0.835093536,FALSE,0.093417825,1
467,12-04-2026,Liability,1034,4298,"? 1,966.00","? 4,927.00","? 1,278.00",0.53,1.59,2301,"? 3,397.00",7,1.962305486,0.847133249,FALSE,0.189697465,1
468,13-04-2026,Revenue,3170,3845,? 203.00,"? 1,380.00",? 186.00,0.50,1.53,4365,"? 2,113.00",7,1.126398385,0.921017774,FALSE,0.6263287,1
469,14-04-2026,Expense,3179,2533,"? 3,619.00","? 2,886.00","? 2,275.00",0.43,0.87,870,"? 2,077.00",6,1.167090971,0.818594281,FALSE,0.628168438,1
470,15-04-2026,Liability,3619,2362,? 910.00,"? 3,878.00",? 597.00,0.26,1.87,216,"? 3,232.00",5,1.690654754,0.81004777,FALSE,0.718111202,1
471,16-04-2026,Liability,3845,2784,? 372.00,"? 1,952.00","? 2,075.00",0.43,1.36,4370,? 206.00,7,1.177256464,0.918316731,FALSE,0.764309076,1
472,17-04-2026,Revenue,4821,2861,? 894.00,"? 1,854.00",? 619.00,0.37,2.59,3285,"? 3,684.00",9,1.996407984,0.979897767,FALSE,0.963818479,1
473,18-04-2026,Asset,4269,2969,"? 3,648.00","? 4,042.00","? 2,971.00",0.32,1.38,4311,"? 3,253.00",9,0.539274357,0.917763551,FALSE,0.850981194,1
474,19-04-2026,Liability,137,661,"? 1,184.00","? 4,090.00","? 3,186.00",0.42,1.89,1753,? 313.00,5,1.822936451,0.89929476,FALSE,0.006336877,1
475,20-04-2026,Asset,3689,3458,"? 3,506.00","? 2,666.00","? 1,000.00",0.51,2.93,4314,"? 1,419.00",3,1.511203953,0.914892891,FALSE,0.732420278,1
476,21-04-2026,Liability,3762,1919,"? 1,420.00","? 4,843.00","? 2,460.00",0.22,1.29,1049,"? 3,097.00",8,1.495178245,0.839998198,FALSE,0.7473426,1
477,22-04-2026,Revenue,1850,4066,"? 1,996.00","? 3,598.00","? 3,328.00",0.75,2.91,1702,"? 2,219.00",4,0.817499016,0.807721048,FALSE,0.356500409,1
478,23-04-2026,Expense,2211,1091,"? 1,519.00",? 381.00,"? 2,469.00",0.46,1.86,809,"? 1,444.00",8,1.439133903,0.946452556,FALSE,0.430294358,1
479,24-04-2026,Asset,472,3061,"? 3,319.00","? 3,287.00","? 3,011.00",0.34,3.00,3284,"? 3,207.00",7,1.821272668,0.833144658,FALSE,0.074816026,1
480,25-04-2026,Asset,2686,2288,"? 1,959.00","? 1,600.00","? 1,988.00",0.47,0.99,4535,? 159.00,5,0.634287997,0.987399527,FALSE,0.52739166,1
481,26-04-2026,Asset,3123,2766,"? 3,698.00","? 2,717.00","? 1,543.00",0.33,1.30,861,"? 1,381.00",1,0.544208573,0.971455205,FALSE,0.616721177,1
482,27-04-2026,Revenue,3365,1723,? 399.00,"? 4,707.00","? 1,723.00",0.27,1.11,3280,"? 2,855.00",8,0.968317767,0.98265218,FALSE,0.666189697,1
483,28-04-2026,Liability,1934,3531,"? 2,579.00","? 1,238.00","? 3,285.00",0.25,2.57,2790,"? 1,070.00",7,0.703672725,0.940657468,FALSE,0.3736713,1
484,29-04-2026,Revenue,4413,4479,"? 1,529.00","? 4,014.00","? 2,941.00",0.53,2.01,671,"? 3,577.00",1,1.861450537,0.85033978,FALSE,0.880417007,1
485,30-04-2026,Revenue,3558,712,"? 3,655.00","? 2,849.00","? 2,660.00",0.43,0.86,795,? 669.00,6,0.820456519,0.823981601,FALSE,0.705641864,1
486,01-05-2026,Liability,4615,4314,"? 1,607.00","? 3,473.00","? 2,394.00",0.57,2.00,2599,"? 1,958.00",9,0.738321651,0.918408922,FALSE,0.921708913,1
487,02-05-2026,Expense,3348,3572,"? 2,923.00","? 1,392.00","? 2,173.00",0.76,1.04,2083,"? 3,075.00",5,1.166769969,0.870817742,FALSE,0.662714636,1
488,03-05-2026,Asset,758,533,"? 2,408.00","? 1,112.00","? 1,943.00",0.58,0.55,499,"? 1,688.00",5,0.647014248,0.992793935,FALSE,0.133278823,1
489,04-05-2026,Revenue,4416,2038,? 544.00,"? 2,908.00","? 1,823.00",0.30,0.65,1402,"? 1,397.00",4,0.663637136,0.908224468,FALSE,0.881030253,0
490,05-05-2026,Revenue,2968,4058,"? 1,151.00","? 2,984.00","? 1,729.00",0.56,1.75,1487,"? 3,036.00",9,0.567941957,0.817386815,FALSE,0.585036795,1
491,06-05-2026,Liability,2673,3609,? 592.00,"? 2,001.00","? 1,202.00",0.72,1.22,2892,"? 3,461.00",6,1.434275505,0.869951579,FALSE,0.52473426,1
492,07-05-2026,Expense,4471,1473,"? 1,885.00","? 4,530.00","? 2,401.00",0.80,1.72,2649,"? 2,113.00",3,1.635643135,0.886604131,FALSE,0.892273099,1
493,08-05-2026,Asset,1954,3900,"? 3,109.00","? 2,877.00",? 899.00,0.62,1.30,1651,"? 3,093.00",6,1.462777993,0.999425204,FALSE,0.377759608,0
494,09-05-2026,Revenue,3740,2754,"? 1,656.00","? 2,466.00","? 2,674.00",0.44,1.98,1508,? 536.00,1,1.156901442,0.912101972,FALSE,0.742845462,1
495,10-05-2026,Liability,417,3951,"? 2,785.00",? 741.00,"? 3,644.00",0.31,1.02,1491,"? 2,215.00",8,0.674203904,0.913127312,FALSE,0.063573181,1
496,11-05-2026,Liability,3740,3079,"? 3,105.00","? 2,198.00","? 2,131.00",0.50,1.05,2990,"? 1,628.00",3,1.892117011,0.870480754,FALSE,0.742845462,1
497,12-05-2026,Expense,1573,991,"? 1,458.00","? 2,336.00","? 1,050.00",0.74,2.73,2631,"? 1,587.00",7,1.720591235,0.876712439,FALSE,0.299877351,1
498,13-05-2026,Revenue,935,2661,"? 3,054.00","? 2,114.00","? 2,442.00",0.28,2.53,1831,"? 2,566.00",1,1.951650852,0.808469085,FALSE,0.169460343,1
499,14-05-2026,Liability,951,767,"? 2,714.00",? 560.00,"? 3,059.00",0.68,1.35,2487,"? 1,320.00",7,0.855564883,0.970332921,FALSE,0.172730989,1
500,15-05-2026,Asset,3005,1686,"? 3,951.00","? 3,606.00","? 3,962.00",0.23,2.65,3441,"? 3,924.00",1,0.775161487,0.877044762,FALSE,0.592600164,1
501,16-05-2026,Expense,3303,3663,"? 2,650.00","? 3,986.00",? 586.00,0.40,1.35,1814,"? 1,094.00",5,1.864741522,0.801441727,FALSE,0.653515944,1
502,17-05-2026,Asset,1133,1457,"? 2,275.00",? 833.00,"? 3,735.00",0.46,1.88,2869,"? 2,682.00",8,0.58183667,0.829424431,FALSE,0.209934587,1
503,18-05-2026,Liability,2131,3015,? 736.00,"? 1,202.00","? 2,465.00",0.46,2.99,3830,? 886.00,4,1.251530635,0.841341024,FALSE,0.413941128,0
504,19-05-2026,Liability,1365,2559,"? 3,341.00","? 3,032.00","? 3,270.00",0.49,0.75,4019,"? 3,692.00",1,1.422754197,0.803447205,FALSE,0.257358953,1
505,20-05-2026,Asset,310,2921,? 938.00,"? 4,854.00","? 2,377.00",0.26,1.86,456,"? 3,951.00",3,1.904025207,0.936028749,FALSE,0.041700736,1
506,21-05-2026,Expense,610,996,"? 3,746.00","? 4,769.00","? 1,696.00",0.24,2.41,322,"? 1,048.00",9,1.606097715,0.921640888,FALSE,0.103025348,1
507,22-05-2026,Expense,4444,4182,"? 2,005.00","? 2,838.00","? 2,338.00",0.43,1.06,3463,"? 3,147.00",7,1.14774741,0.901501946,FALSE,0.886753884,1
508,23-05-2026,Revenue,1680,2671,"? 1,225.00","? 2,806.00",? 799.00,0.25,2.29,2810,"? 2,215.00",9,0.994468091,0.966465611,FALSE,0.321749796,1
509,24-05-2026,Asset,4142,1257,"? 2,218.00","? 3,263.00","? 3,020.00",0.28,2.80,3445,"? 3,965.00",7,1.387351347,0.912303508,FALSE,0.825020442,1
510,25-05-2026,Liability,4267,810,"? 3,250.00",? 622.00,? 546.00,0.45,1.96,759,"? 2,590.00",6,0.710560648,0.959520533,FALSE,0.850572363,1
511,26-05-2026,Expense,1673,1889,? 494.00,"? 3,527.00",? 703.00,0.27,1.17,2148,? 951.00,4,1.648136281,0.868800952,FALSE,0.320318888,1
512,27-05-2026,Asset,2061,1617,"? 1,478.00","? 4,540.00","? 2,688.00",0.43,2.88,639,"? 3,917.00",1,0.858250847,0.829381369,FALSE,0.399632052,1
513,28-05-2026,Revenue,226,2076,? 722.00,"? 3,369.00","? 3,953.00",0.69,2.01,4381,"? 2,711.00",5,1.508628885,0.82129766,FALSE,0.024529845,1
514,29-05-2026,Liability,3045,3725,"? 1,634.00",? 505.00,"? 1,173.00",0.25,1.85,4780,? 992.00,7,1.461799653,0.985419107,FALSE,0.600776778,1
515,30-05-2026,Asset,1563,4345,"? 1,221.00","? 1,277.00","? 2,179.00",0.30,2.42,686,"? 2,080.00",7,1.806245568,0.934978838,FALSE,0.297833197,1
516,31-05-2026,Liability,3359,2575,"? 1,234.00","? 4,215.00","? 2,446.00",0.51,1.74,3357,"? 3,535.00",7,1.828510946,0.890893416,FALSE,0.664963205,1
517,01-06-2026,Asset,953,2724,"? 2,885.00","? 3,224.00","? 3,780.00",0.73,0.68,282,"? 3,887.00",1,0.720133613,0.832957531,FALSE,0.17313982,1
518,02-06-2026,Expense,3167,3820,"? 2,264.00",? 750.00,"? 3,498.00",0.65,0.93,958,"? 3,809.00",9,1.979748997,0.946947565,FALSE,0.625715454,1
519,03-06-2026,Expense,2328,4353,? 649.00,"? 1,239.00","? 1,386.00",0.30,2.90,3067,"? 2,384.00",7,0.722321977,0.831518896,FALSE,0.454210957,1
520,04-06-2026,Liability,3500,1412,? 301.00,"? 4,242.00",? 463.00,0.23,1.06,4489,? 457.00,7,1.544052324,0.89860374,TRUE,0.693785773,0
521,05-06-2026,Revenue,4600,4467,"? 3,369.00","? 3,288.00",? 870.00,0.64,3.00,1768,"? 2,709.00",1,1.906030131,0.928375212,TRUE,0.918642682,1
522,06-06-2026,Asset,2773,3813,"? 3,705.00","? 1,942.00",? 822.00,0.21,2.46,419,"? 3,633.00",1,0.582110481,0.94593635,FALSE,0.545175797,1
523,07-06-2026,Liability,3190,3429,"? 3,384.00","? 4,449.00","? 1,063.00",0.66,1.39,3196,"? 2,546.00",7,0.854269378,0.804686002,FALSE,0.630417007,1
524,08-06-2026,Liability,2655,2661,"? 2,789.00","? 4,502.00","? 3,846.00",0.65,0.98,3930,"? 1,545.00",5,1.589494003,0.914985037,FALSE,0.521054783,1
525,09-06-2026,Asset,3417,818,"? 1,190.00","? 2,243.00","? 3,369.00",0.49,1.40,2542,"? 1,439.00",2,1.179431085,0.82008691,FALSE,0.676819297,1
526,10-06-2026,Expense,3519,1004,"? 2,416.00","? 2,323.00","? 1,961.00",0.41,1.27,3675,"? 1,927.00",1,1.486635076,0.885619474,FALSE,0.697669665,1
527,11-06-2026,Asset,3297,3838,"? 2,091.00","? 1,122.00","? 2,561.00",0.51,3.00,3036,"? 1,634.00",4,1.11699653,0.900135121,FALSE,0.652289452,1
528,12-06-2026,Liability,4319,648,? 531.00,"? 3,602.00","? 3,744.00",0.59,1.85,1563,"? 1,396.00",4,0.849854842,0.805306129,FALSE,0.861201962,1
529,13-06-2026,Liability,2473,717,"? 2,325.00","? 2,574.00",? 982.00,0.76,2.66,4470,? 513.00,2,1.107562488,0.934047024,FALSE,0.483851186,1
530,14-06-2026,Liability,4881,4494,"? 3,203.00",? 790.00,"? 3,603.00",0.57,2.14,863,"? 1,162.00",4,0.917307175,0.917881048,FALSE,0.976083401,1
531,15-06-2026,Liability,680,3079,"? 2,099.00","? 4,379.00","? 2,148.00",0.61,2.50,4046,"? 2,273.00",8,1.90683066,0.944607681,FALSE,0.117334424,1
532,16-06-2026,Asset,2504,3879,"? 3,064.00","? 2,749.00",? 239.00,0.65,0.52,3057,"? 2,809.00",9,0.536552534,0.955876258,FALSE,0.490188062,1
533,17-06-2026,Revenue,1650,3180,"? 2,866.00","? 2,244.00","? 3,701.00",0.52,1.09,2156,? 454.00,4,0.854976199,0.938085154,FALSE,0.315617334,1
534,18-06-2026,Expense,2684,799,"? 3,759.00","? 1,410.00","? 1,293.00",0.50,0.69,1147,"? 2,475.00",1,0.97909536,0.888854799,TRUE,0.526982829,1
535,19-06-2026,Revenue,106,1185,"? 3,557.00","? 4,337.00",? 147.00,0.63,2.62,424,"? 2,654.00",2,1.569066793,0.826923122,FALSE,0,1
536,20-06-2026,Asset,326,2682,"? 1,087.00","? 3,573.00","? 2,263.00",0.70,0.89,3811,? 410.00,3,1.240297377,0.944110754,FALSE,0.044971382,1
537,21-06-2026,Revenue,787,3174,? 351.00,"? 4,813.00","? 3,698.00",0.23,1.14,3291,"? 1,361.00",8,0.599867794,0.871924839,FALSE,0.139206868,1
538,22-06-2026,Expense,1434,3444,"? 3,143.00","? 1,273.00","? 3,673.00",0.33,0.95,580,"? 2,159.00",5,1.576993596,0.903298492,FALSE,0.271463614,1
539,23-06-2026,Asset,2337,3878,? 567.00,"? 4,198.00","? 3,046.00",0.31,2.47,2035,"? 2,952.00",2,0.934698559,0.884865346,FALSE,0.456050695,1
540,24-06-2026,Liability,3198,979,"? 3,544.00",? 590.00,"? 1,665.00",0.44,2.32,3032,"? 1,166.00",4,1.763936165,0.824857247,FALSE,0.63205233,1
541,25-06-2026,Revenue,550,1485,"? 1,543.00","? 3,638.00","? 1,736.00",0.41,2.73,2878,"? 2,033.00",7,0.889263106,0.959530088,FALSE,0.090760425,1
542,26-06-2026,Expense,4227,3734,"? 1,940.00","? 4,508.00","? 1,862.00",0.62,1.75,4999,"? 3,112.00",4,0.810889493,0.980171009,TRUE,0.842395748,1
543,27-06-2026,Expense,2060,1086,"? 1,846.00","? 2,333.00","? 2,084.00",0.76,1.65,4975,"? 2,487.00",6,0.506607312,0.933116239,FALSE,0.399427637,1
544,28-06-2026,Liability,3393,852,"? 3,124.00","? 3,555.00","? 1,091.00",0.30,2.76,1089,"? 2,704.00",1,0.585704132,0.850071694,FALSE,0.671913328,1
545,29-06-2026,Expense,1895,822,? 637.00,"? 4,328.00","? 2,425.00",0.51,2.80,1861,? 846.00,1,1.197707507,0.911368343,FALSE,0.365699101,1
546,30-06-2026,Liability,4425,3379,"? 2,154.00","? 4,895.00","? 3,662.00",0.26,1.09,1411,? 289.00,6,1.182615173,0.914128777,FALSE,0.882869992,1
547,01-07-2026,Asset,1685,4457,? 489.00,"? 2,404.00",? 263.00,0.25,0.92,367,"? 2,274.00",8,0.658417918,0.860225203,FALSE,0.322771872,1
548,02-07-2026,Liability,2041,2661,? 290.00,? 692.00,? 542.00,0.79,1.21,1519,"? 2,268.00",9,0.640806089,0.994117226,FALSE,0.395543745,1
549,03-07-2026,Revenue,3579,2954,"? 3,141.00",? 467.00,"? 1,881.00",0.48,1.38,2797,? 831.00,2,1.707551583,0.933928642,TRUE,0.709934587,1
550,04-07-2026,Revenue,1830,2292,? 307.00,"? 1,836.00",? 101.00,0.26,2.89,4003,"? 2,220.00",7,1.882472878,0.830455839,FALSE,0.352412101,1
551,05-07-2026,Expense,2506,2680,"? 2,461.00","? 2,413.00","? 3,517.00",0.69,2.63,3844,"? 2,088.00",1,1.390710353,0.823834589,FALSE,0.490596893,1
552,06-07-2026,Expense,1381,1170,? 358.00,"? 2,868.00","? 3,198.00",0.55,2.28,3384,"? 1,488.00",1,1.700385308,0.953161322,FALSE,0.260629599,1
553,07-07-2026,Revenue,1549,1563,"? 2,960.00","? 2,139.00","? 2,935.00",0.77,2.29,1666,"? 3,757.00",9,1.084101715,0.804427739,FALSE,0.294971382,1
554,08-07-2026,Expense,3634,1303,"? 3,791.00","? 2,503.00",? 905.00,0.77,1.61,2921,? 821.00,4,1.218603639,0.903207754,FALSE,0.721177433,1
555,09-07-2026,Revenue,1173,1596,"? 1,554.00","? 2,394.00","? 2,259.00",0.78,1.63,1142,? 119.00,5,1.560251964,0.869994257,FALSE,0.218111202,1
556,10-07-2026,Expense,4594,3329,"? 3,135.00","? 1,668.00","? 3,403.00",0.80,1.07,1724,? 972.00,5,0.9364428,0.909232531,FALSE,0.91741619,0
557,11-07-2026,Liability,559,2596,"? 3,462.00",? 569.00,"? 2,597.00",0.42,1.77,3950,"? 2,910.00",7,1.839003376,0.832276244,FALSE,0.092600164,1
558,12-07-2026,Expense,4459,1403,"? 2,605.00","? 2,411.00","? 3,064.00",0.69,2.27,522,"? 2,840.00",2,1.764628043,0.88717107,FALSE,0.889820114,1
559,13-07-2026,Expense,1291,3441,"? 1,159.00","? 1,410.00","? 2,063.00",0.74,0.94,4473,"? 1,510.00",6,1.312480603,0.964813567,FALSE,0.242232216,1
560,14-07-2026,Expense,665,2619,"? 1,883.00","? 2,839.00",? 834.00,0.68,1.37,1779,? 280.00,3,0.801301796,0.935708614,FALSE,0.114268193,1
561,15-07-2026,Revenue,3259,1148,"? 3,279.00",? 441.00,"? 3,342.00",0.56,0.79,541,"? 1,322.00",9,0.538656976,0.887395233,FALSE,0.644521668,1
562,16-07-2026,Asset,326,1256,? 678.00,"? 1,972.00","? 2,853.00",0.50,0.51,408,"? 3,760.00",1,1.00830671,0.886030453,FALSE,0.044971382,1
563,17-07-2026,Expense,2427,2593,? 412.00,"? 1,648.00","? 1,560.00",0.74,1.33,1034,"? 1,228.00",9,1.108809119,0.927772709,FALSE,0.474448078,0
564,18-07-2026,Asset,4965,1925,"? 2,894.00","? 1,714.00",? 294.00,0.55,0.95,2739,? 765.00,6,1.666255478,0.870169182,FALSE,0.993254293,1
565,19-07-2026,Expense,2994,3038,"? 2,203.00","? 1,768.00","? 1,681.00",0.22,0.95,3622,"? 3,019.00",8,0.923549193,0.845020089,FALSE,0.590351594,1
566,20-07-2026,Expense,2528,4377,"? 1,545.00","? 3,463.00","? 3,856.00",0.59,1.84,723,"? 3,026.00",9,0.890286091,0.98890679,FALSE,0.495094031,1
567,21-07-2026,Asset,1411,506,"? 3,788.00","? 1,426.00","? 3,765.00",0.44,1.08,2903,"? 1,207.00",2,1.213787354,0.961764716,FALSE,0.266762061,1
568,22-07-2026,Expense,2445,1099,"? 2,484.00","? 1,249.00","? 1,260.00",0.27,2.82,446,"? 3,799.00",8,0.953469751,0.915582483,FALSE,0.478127555,1
569,23-07-2026,Revenue,1879,1667,"? 3,174.00",? 642.00,"? 3,420.00",0.59,1.82,4704,? 121.00,1,1.789441992,0.899852353,FALSE,0.362428455,1
570,24-07-2026,Expense,1778,2340,? 261.00,"? 4,977.00","? 3,903.00",0.38,2.38,1476,"? 2,816.00",1,1.135036659,0.981504503,FALSE,0.341782502,1
571,25-07-2026,Asset,1745,3650,"? 2,622.00","? 1,466.00","? 2,975.00",0.31,1.57,4195,"? 2,303.00",9,1.982151164,0.821731121,FALSE,0.335036795,1
572,26-07-2026,Liability,1939,4160,"? 2,574.00",? 747.00,"? 2,437.00",0.49,1.15,1277,"? 3,869.00",7,0.85877981,0.897796428,FALSE,0.374693377,1
573,27-07-2026,Asset,1992,793,"? 3,014.00","? 3,810.00","? 2,307.00",0.30,1.35,4926,"? 3,435.00",3,1.254608385,0.81833909,FALSE,0.385527392,1
574,28-07-2026,Revenue,2018,1729,"? 3,922.00","? 1,103.00","? 2,887.00",0.73,2.13,2830,"? 2,038.00",9,1.799272175,0.873339977,FALSE,0.390842191,1
575,29-07-2026,Expense,4862,3900,"? 1,669.00",? 371.00,"? 3,380.00",0.73,1.11,1877,? 730.00,2,0.632491693,0.882831612,FALSE,0.972199509,1
576,30-07-2026,Asset,2597,1949,? 590.00,"? 1,608.00","? 1,008.00",0.55,2.93,4107,"? 1,814.00",2,1.322237286,0.80570212,FALSE,0.509198692,1
577,31-07-2026,Asset,2830,3760,"? 2,450.00","? 4,419.00",? 781.00,0.23,2.07,162,"? 1,013.00",3,1.315265966,0.99088195,FALSE,0.556827473,1
578,01-08-2026,Revenue,2213,731,"? 3,030.00","? 1,560.00","? 1,406.00",0.38,0.52,1135,"? 1,151.00",8,0.556905928,0.821173622,FALSE,0.430703189,1
579,02-08-2026,Revenue,2694,538,"? 2,889.00",? 823.00,"? 2,412.00",0.59,1.03,885,"? 2,592.00",4,0.935653545,0.842553205,FALSE,0.529026983,1
580,03-08-2026,Liability,4453,3611,"? 3,469.00","? 1,103.00","? 2,014.00",0.56,2.84,3764,"? 1,042.00",6,0.698305458,0.943526752,FALSE,0.888593622,1
581,04-08-2026,Expense,2492,1480,"? 3,202.00","? 1,313.00","? 3,853.00",0.72,2.10,4931,"? 2,884.00",5,0.940944621,0.846555423,FALSE,0.487735078,0
582,05-08-2026,Expense,4279,953,? 632.00,"? 2,851.00","? 1,017.00",0.63,1.94,2468,"? 3,962.00",5,0.760004193,0.943493523,FALSE,0.853025348,1
583,06-08-2026,Revenue,1227,3552,? 406.00,"? 1,533.00",? 197.00,0.22,2.11,628,"? 2,784.00",3,1.783434272,0.997614847,FALSE,0.229149632,1
584,07-08-2026,Revenue,165,3116,"? 1,648.00","? 2,136.00",? 397.00,0.78,1.00,258,"? 1,937.00",1,1.791254211,0.843401484,FALSE,0.012060507,1
585,08-08-2026,Liability,3684,1180,"? 1,540.00","? 1,561.00","? 2,277.00",0.57,1.77,623,"? 3,797.00",3,0.523864785,0.978339648,FALSE,0.731398201,1
586,09-08-2026,Revenue,1896,3867,"? 3,201.00","? 4,445.00","? 2,140.00",0.63,0.52,3955,"? 1,958.00",1,1.631094052,0.80109405,FALSE,0.365903516,1
587,10-08-2026,Asset,3319,502,"? 2,124.00","? 4,052.00",? 564.00,0.22,2.80,3800,? 747.00,4,0.742556233,0.880466362,FALSE,0.65678659,1
588,11-08-2026,Asset,3843,621,? 792.00,"? 2,511.00","? 1,952.00",0.22,2.11,3852,? 532.00,7,0.939074664,0.888252734,FALSE,0.763900245,1
589,12-08-2026,Expense,940,511,? 527.00,"? 2,682.00","? 2,449.00",0.40,2.01,1469,"? 2,040.00",2,1.750754592,0.876363111,FALSE,0.17048242,1
590,13-08-2026,Liability,2771,619,"? 2,200.00","? 2,263.00","? 2,691.00",0.29,1.69,4579,"? 1,710.00",5,1.665966125,0.970540072,FALSE,0.544766966,1
591,14-08-2026,Expense,827,2229,"? 3,730.00",? 334.00,"? 1,610.00",0.37,1.86,152,? 395.00,6,1.431071526,0.978928448,FALSE,0.147383483,1
592,15-08-2026,Expense,4532,2418,"? 3,068.00","? 1,091.00","? 2,952.00",0.47,1.99,2500,"? 2,547.00",3,1.486104747,0.837417569,FALSE,0.904742437,1
593,16-08-2026,Expense,1216,3468,"? 3,892.00","? 1,310.00",? 956.00,0.31,1.10,3924,"? 3,045.00",3,0.873342873,0.961611693,FALSE,0.226901063,1
594,17-08-2026,Asset,621,1370,"? 2,235.00","? 2,283.00",? 807.00,0.59,1.66,3759,"? 3,656.00",7,1.771139671,0.877314453,FALSE,0.105273917,1
595,18-08-2026,Asset,1824,1919,"? 1,199.00",? 581.00,"? 1,728.00",0.73,1.76,2306,"? 1,311.00",5,1.268790615,0.999934424,FALSE,0.351185609,1
596,19-08-2026,Asset,2160,2484,"? 3,390.00","? 4,445.00",? 525.00,0.34,1.51,2674,"? 1,182.00",6,1.990422292,0.996505436,FALSE,0.419869174,1
597,20-08-2026,Liability,2430,1273,"? 3,717.00","? 2,908.00","? 3,778.00",0.44,2.06,3004,"? 1,618.00",4,1.965071309,0.973873282,FALSE,0.475061325,1
598,21-08-2026,Asset,1672,4461,? 722.00,"? 2,876.00","? 1,109.00",0.76,2.60,763,? 543.00,9,1.065325877,0.934804104,TRUE,0.320114473,1
599,22-08-2026,Revenue,1235,2913,? 991.00,"? 3,657.00","? 3,025.00",0.37,2.53,4351,"? 1,357.00",6,0.90407035,0.84186146,FALSE,0.230784955,1
600,23-08-2026,Asset,2359,618,"? 3,107.00","? 1,724.00","? 2,723.00",0.67,2.53,4176,"? 2,757.00",3,1.019867331,0.819700093,FALSE,0.460547833,1
601,24-08-2026,Liability,4230,4305,"? 3,632.00","? 1,832.00","? 2,748.00",0.33,1.96,612,"? 2,145.00",2,0.530567093,0.93060529,FALSE,0.843008994,1
602,25-08-2026,Revenue,776,4421,"? 1,681.00","? 2,027.00","? 3,739.00",0.45,1.77,2472,"? 2,784.00",7,1.916615524,0.905187684,FALSE,0.136958299,1
603,26-08-2026,Asset,2038,2369,? 961.00,"? 4,059.00","? 1,739.00",0.71,1.24,485,? 498.00,1,1.834396941,0.908538919,FALSE,0.394930499,1
604,27-08-2026,Asset,2108,509,"? 3,664.00",? 629.00,? 304.00,0.40,2.02,3206,"? 3,027.00",9,1.376099106,0.998557863,FALSE,0.409239575,1
605,28-08-2026,Revenue,685,1525,"? 1,962.00",? 347.00,"? 3,588.00",0.73,1.95,4817,"? 1,099.00",9,0.814250182,0.954083915,FALSE,0.1183565,0
606,29-08-2026,Liability,3476,3924,"? 1,252.00","? 3,778.00","? 3,831.00",0.50,1.45,1972,? 962.00,4,0.625211663,0.95943798,FALSE,0.688879804,1
607,30-08-2026,Asset,3316,2787,"? 3,150.00","? 3,727.00",? 455.00,0.60,0.68,4159,"? 2,565.00",7,1.132178214,0.824519856,FALSE,0.656173344,1
608,31-08-2026,Expense,2548,2033,"? 2,608.00","? 3,481.00","? 3,220.00",0.43,2.11,4431,"? 1,285.00",9,0.540428984,0.957981495,FALSE,0.499182339,1
609,01-09-2026,Expense,2456,956,"? 3,261.00","? 1,941.00","? 2,355.00",0.48,1.31,122,? 452.00,2,0.617632588,0.856656149,FALSE,0.480376124,1
610,02-09-2026,Revenue,2679,887,"? 2,792.00","? 3,218.00","? 3,953.00",0.50,1.46,2869,"? 3,528.00",3,1.428827326,0.973584139,FALSE,0.525960752,1
611,03-09-2026,Asset,4597,3387,"? 1,800.00","? 2,270.00",? 334.00,0.54,2.85,1830,"? 1,928.00",8,1.411454433,0.894327898,FALSE,0.918029436,1
612,04-09-2026,Liability,2147,3590,? 563.00,"? 2,137.00","? 1,330.00",0.60,0.80,1597,"? 3,158.00",3,1.978309246,0.869994485,FALSE,0.417211774,1
613,05-09-2026,Revenue,2253,3313,"? 1,312.00","? 2,260.00","? 3,475.00",0.41,1.96,3342,"? 1,739.00",2,0.566576188,0.900498873,FALSE,0.438879804,1
614,06-09-2026,Asset,252,3793,"? 2,995.00","? 3,868.00","? 2,362.00",0.64,2.43,1684,? 868.00,8,1.141674451,0.82512224,FALSE,0.029844644,0
615,07-09-2026,Revenue,2475,3975,"? 1,412.00","? 3,528.00",? 897.00,0.59,1.24,3125,"? 2,982.00",2,1.037374217,0.984544338,FALSE,0.484260016,1
616,08-09-2026,Expense,4159,3789,"? 1,673.00","? 4,132.00","? 2,507.00",0.40,2.26,503,? 705.00,2,0.986811562,0.91535674,FALSE,0.828495503,1
617,09-09-2026,Expense,127,846,? 622.00,"? 1,411.00","? 2,335.00",0.52,2.80,3850,? 716.00,5,1.592931646,0.967506441,FALSE,0.004292723,1
618,10-09-2026,Revenue,2791,4485,"? 3,504.00",? 443.00,"? 2,779.00",0.48,2.06,1478,"? 2,001.00",7,1.271853721,0.926670499,FALSE,0.548855274,1
619,11-09-2026,Liability,4346,2163,"? 1,664.00","? 2,061.00","? 2,092.00",0.30,2.44,4541,"? 3,774.00",7,1.499265232,0.955041548,FALSE,0.866721177,1
620,12-09-2026,Expense,3865,3776,"? 2,365.00","? 3,632.00","? 1,490.00",0.27,0.99,1565,"? 3,089.00",2,1.452325112,0.868297473,FALSE,0.768397383,1
